"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"9","CP027619.1",5001,6000,"*",5.85820774218888e-89,9.43522904159152e-87,36.8743078417819
"22","CP027619.1",11501,12500,"*",2.07054738634243e-74,2.38901079062181e-72,35.4878908795515
"133","CP027619.1",67001,68000,"*",1.14329090764233e-10,9.36066194121523e-10,-25.1941346551012
"134","CP027619.1",67501,68500,"*",9.07716397493093e-22,1.61927898115113e-20,-26.9283697953423
"146","CP027619.1",73501,74500,"*",1.98117809689603e-67,1.91101225362443e-65,37.4501683251754
"164","CP027619.1",82501,83500,"*",5.3457351327801e-29,1.38231956568895e-27,-28.6627694556083
"169","CP027619.1",85001,86000,"*",1.14715965500904e-27,2.78640178337005e-26,27.695045322997
"178","CP027619.1",89501,90500,"*",1.14504912296419e-64,1.02856972642558e-62,38.0481355974986
"208","CP027619.1",104501,105500,"*",2.96509454976039e-19,4.57021333682464e-18,25.0577342907494
"218","CP027619.1",109501,110500,"*",5.74703394381589e-22,1.03667408121544e-20,29.5198202022029
"279","CP027619.1",140001,141000,"*",1.67295157004753e-34,5.53589964589643e-33,38.7938809797506
"305","CP027619.1",153001,154000,"*",2.1494130382811e-184,1.30966634507463e-181,-34.1097595566672
"306","CP027619.1",153501,154500,"*",3.13192984931709e-308,4.86650746721007e-305,-48.8181542277334
"324","CP027619.1",162501,163500,"*",4.350831154018e-124,1.26509805666556e-121,42.6734310563064
"325","CP027619.1",163001,164000,"*",1.14656138274663e-251,1.25104150037884e-248,47.5260627404775
"326","CP027619.1",163501,164500,"*",9.60035170029475e-66,8.88879140037757e-64,28.1892215674357
"428","CP027619.1",219501,220500,"*",2.3075686893211e-34,7.5951026763975e-33,27.9872307523379
"484","CP027619.1",247501,248500,"*",4.5203138836333e-33,1.4051685271663e-31,25.6683420745921
"505","CP027619.1",258001,259000,"*",2.47592102682451e-128,7.61579544932294e-126,-66.5731810959613
"506","CP027619.1",258501,259500,"*",1.89420392773826e-53,1.22155542129772e-51,-34.5382530748384
"516","CP027619.1",268501,269500,"*",7.42170965508354e-37,2.70387067997689e-35,-35.2328368660616
"529","CP027619.1",275001,276000,"*",0.00181242312956551,0.00547714437415476,-50.7299270072993
"560","CP027619.1",291001,292000,"*",2.25426590732441e-29,5.92968376317932e-28,25.7750272806166
"581","CP027619.1",301501,302500,"*",3.24495839406414e-285,4.43250690820819e-282,40.6550087646723
"582","CP027619.1",302001,303000,"*",4.92597850240429e-313,7.90326614227907e-310,34.7042725829032
"600","CP027619.1",311001,312000,"*",8.30468884097755e-108,1.88353885691546e-105,25.9405060243233
"656","CP027619.1",350001,351000,"*",1.11019021764634e-34,3.70306275641048e-33,-29.1615377331692
"683","CP027619.1",363501,364500,"*",1.95501854865885e-67,1.88645027354743e-65,-25.7028169886968
"730","CP027619.1",387001,388000,"*",1.42180653880814e-141,5.30646969114747e-139,-56.3736342212383
"731","CP027619.1",387501,388500,"*",1.37313590898342e-130,4.37506756137903e-128,-35.4118858487791
"824","CP027619.1",434001,435000,"*",1.28078273029118e-37,4.80394512399275e-36,-28.0539336357903
"858","CP027619.1",451001,452000,"*",2.18923391513323e-17,2.99706520903687e-16,-25.0398792998527
"1043","CP027619.1",545001,546000,"*",1.85467295986774e-87,2.88268485163002e-85,30.4715437810327
"1047","CP027619.1",547001,548000,"*",7.0250878368928e-199,4.93475111137404e-196,34.047515036882
"1081","CP027619.1",564001,565000,"*",3.51172251824572e-92,5.97167918688289e-90,-25.8691934660541
"1109","CP027619.1",578001,579000,"*",3.4648836551078e-102,7.16070233401201e-100,-30.0375613187379
"1110","CP027619.1",578501,579500,"*",2.36595228672839e-103,4.97877337841541e-101,-30.9433525674166
"1138","CP027619.1",592501,593500,"*",4.01615861519668e-70,4.15950847837355e-68,-34.1773650523512
"1139","CP027619.1",593001,594000,"*",5.36464165525588e-37,1.96500247118342e-35,-28.9623930059211
"1145","CP027619.1",596001,597000,"*",4.40933131781437e-20,7.14805079996433e-19,26.5928142401986
"1159","CP027619.1",603001,604000,"*",2.0013332808296e-24,4.11832058409973e-23,-26.7816342512978
"1232","CP027619.1",644001,645000,"*",1.4074866539731e-39,5.69302998505572e-38,28.5205333919478
"1247","CP027619.1",651501,652500,"*",3.43408326962057e-28,8.56410936858711e-27,-32.4581712218006
"1332","CP027619.1",694001,695000,"*",9.44511588448916e-60,7.3920947436625e-58,-31.6249172410418
"1390","CP027619.1",723001,724000,"*",7.71896037806583e-24,1.54165708031119e-22,26.129548417684
"1398","CP027619.1",727001,728000,"*",9.20174489347327e-21,1.5503650769082e-19,29.6283160732019
"1399","CP027619.1",727501,728500,"*",2.86239156317203e-14,3.1609413289368e-13,25.1737451737452
