"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"3992","CHRFL001",2117501,2118500,"*",2.05561290373743e-05,0.0023162377968625,-30.9246954595792
"11533","CHRFL001",5996001,5997000,"*",7.71405327935515e-06,0.00128128146557728,-26.1355225085795
"11534","CHRFL001",5996501,5997500,"*",1.94040037237931e-10,3.36987620553139e-07,-31.4474221988673
"23267","CHRFL003",453001,454000,"*",4.48243043102621e-12,1.05870524350408e-08,-29.2031149989332
"31051","CHRFL005",166001,167000,"*",1.195530413337e-06,0.000360168786130186,28.2608695652174
"31052","CHRFL005",166501,167500,"*",3.68420005456018e-07,0.000152661615945012,30.4697554697555
"57343","CHRFL007",4224001,4225000,"*",1.63942519101519e-05,0.00203369661694263,28.9170506912442
"62572","CHRFL008",2727001,2728000,"*",3.79587361819055e-11,7.47122824900354e-08,-28.3090319508379
"78700","CHRFL010",3222001,3223000,"*",1.54549976675728e-16,7.01983826750775e-13,26.3157894736842
"78701","CHRFL010",3222501,3223500,"*",2.25624763450689e-14,7.01188327360765e-11,38.6363636363636
"86940","CHRFL012",640001,641000,"*",1.741363291623e-18,9.79268085353421e-15,26.0714285714286
"86941","CHRFL012",640501,641500,"*",1.03873722859384e-19,7.66685456317437e-16,31.5713263899792
